City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
461,Saint-Joseph,RE,-21.3667,55.6167,73.78,80,27,3.49,scattered clouds
462,Blagoyevo,RU,63.3667,47.9167,23.0,91,100,10.45,overcast clouds
463,Fortuna,US,40.5982,-124.1573,80.85,49,20,1.01,few clouds
464,Vajszlo,HU,45.8596,17.9841,43.92,74,5,5.48,clear sky
465,Labrea,BR,-7.2586,-64.7981,78.93,93,85,3.4,moderate rain
466,Taoudenni,ML,22.6783,-3.9836,66.79,16,47,11.83,scattered clouds
467,Mookane,BW,-23.688,26.6595,74.73,52,81,6.78,broken clouds
468,Ajdabiya,LY,30.7554,20.2263,55.2,65,4,7.94,clear sky
469,Carauari,BR,-4.8828,-66.8958,81.48,87,100,1.28,overcast clouds
470,Kennett,US,36.2362,-90.0556,57.34,38,0,4.61,clear sky
471,Baruun-Urt,MN,46.6806,113.2792,-6.12,98,90,2.39,overcast clouds
472,Lincoln,US,40.8,-96.667,53.17,51,100,10.0,overcast clouds
473,Makakilo City,US,21.3469,-158.0858,79.12,57,0,5.75,clear sky
474,Cairns,AU,-16.9167,145.7667,75.07,97,3,0.0,clear sky
475,Minab,IR,27.1467,57.0801,61.12,82,0,0.0,clear sky
476,Kobelyaky,UA,49.1489,34.1965,34.75,96,98,7.67,overcast clouds
477,Escanaba,US,45.7453,-87.0646,26.2,77,100,11.01,overcast clouds
478,Rudbar,AF,30.15,62.6,56.82,19,0,11.07,clear sky
479,San Patricio,US,28.017,-97.5169,73.38,35,100,4.34,overcast clouds
480,Camargo,MX,27.6667,-105.1667,65.44,15,17,5.41,few clouds
481,Timra,SE,62.487,17.3257,31.68,93,51,2.3,broken clouds
482,Longyearbyen,SJ,78.2186,15.6401,24.64,68,75,8.05,broken clouds
483,Toila,EE,59.4236,27.5025,31.12,86,93,14.63,overcast clouds
484,Pafos,CY,34.7667,32.4167,49.91,57,40,8.05,scattered clouds
485,Paita,PE,-5.0892,-81.1144,82.96,61,47,14.25,scattered clouds
486,Mwinilunga,ZM,-11.7358,24.4293,61.9,96,94,2.13,light rain
487,Goma,CD,-1.6792,29.2228,63.9,76,32,3.31,scattered clouds
488,Zaozerne,UA,45.1582,33.2787,39.94,80,100,9.06,overcast clouds
489,Mlonggo,ID,-6.5333,110.7,76.89,89,100,7.34,overcast clouds
490,Antalaha,MG,-14.9003,50.2788,75.0,92,25,4.56,light rain
491,Trairi,BR,-3.2778,-39.2689,82.49,68,100,7.54,overcast clouds
492,Westport,US,41.1415,-73.3579,54.99,42,0,19.57,clear sky
493,Annau,TM,37.8876,58.516,47.7,43,58,4.61,broken clouds
494,Moranbah,AU,-22.0016,148.0466,70.93,87,0,5.19,clear sky
495,Chibombo,ZM,-14.6569,28.0706,65.32,96,100,4.36,light rain
496,Ketchikan,US,55.3422,-131.6461,39.67,65,75,9.22,broken clouds
497,Karur,IN,10.95,78.0833,72.68,80,29,6.64,scattered clouds
498,Muroto,JP,33.2833,134.15,47.14,64,7,4.63,clear sky
499,Rio Gallegos,AR,-51.6226,-69.2181,55.45,28,100,31.07,overcast clouds
500,Esso,RU,55.9333,158.7,-1.86,93,80,4.76,broken clouds
501,Uzhur,RU,55.3036,89.8339,-21.42,99,23,3.91,few clouds
502,Bilma,NE,18.6853,12.9164,66.13,16,0,7.92,clear sky
503,Aquiraz,BR,-3.9014,-38.3911,84.29,73,92,7.07,overcast clouds
504,Emmett,US,43.8735,-116.4993,50.63,94,100,1.68,overcast clouds
505,Vuktyl,RU,63.8567,57.3094,26.24,79,100,13.18,overcast clouds
506,Oranjemund,NA,-28.55,16.4333,64.08,92,4,13.56,clear sky
507,Srandakan,ID,-7.9386,110.2506,77.18,86,100,5.55,very heavy rain
508,Rocha,UY,-34.4833,-54.3333,75.87,56,0,15.3,clear sky
509,Saint Pete Beach,US,27.7253,-82.7412,73.22,48,0,3.0,clear sky
510,Touros,BR,-5.1989,-35.4608,86.9,71,53,13.51,broken clouds
511,Umea,SE,63.8284,20.2597,31.93,74,0,10.36,clear sky
512,Yar-Sale,RU,66.8333,70.8333,8.29,90,98,19.8,overcast clouds
513,Road Town,VG,18.4167,-64.6167,78.89,83,75,6.91,broken clouds
514,San Ramon,US,37.7799,-121.978,76.55,37,0,4.61,clear sky
515,Nelson Bay,AU,-32.7167,152.15,72.0,64,89,7.83,overcast clouds
516,Marfino,RU,55.7028,37.3822,33.94,81,75,8.95,broken clouds
517,Baturaja,ID,-4.1333,104.1667,70.88,90,100,2.21,overcast clouds
518,Tete,MZ,-16.1564,33.5867,82.49,61,20,4.61,few clouds
519,Algiers,DZ,36.7525,3.042,49.82,87,40,3.44,scattered clouds
520,Tabou,CI,4.423,-7.3528,79.45,89,3,7.38,clear sky
521,Louis Trichardt,ZA,-23.0439,29.9032,69.31,48,0,3.6,clear sky
522,Seymchan,RU,62.8833,152.4333,-42.72,100,90,0.78,overcast clouds
523,Konskie,PL,51.1917,20.4061,46.08,74,100,14.09,overcast clouds
524,Coahuayana,MX,18.7333,-103.6833,85.48,28,0,8.39,clear sky
525,Turayf,SA,31.6725,38.6637,41.25,93,40,6.91,scattered clouds
526,Nangomba,TZ,-10.9,38.5,70.54,97,86,3.89,light rain
527,Paracuru,BR,-3.41,-39.0306,84.22,72,98,7.43,overcast clouds
528,Smolenskoye,RU,52.3044,85.0781,-20.22,100,82,1.34,broken clouds
529,High Level,CA,58.5169,-117.136,3.31,85,100,6.91,light snow
530,Vilyuysk,RU,63.7553,121.6247,-40.47,100,61,2.44,broken clouds
531,Anchorage,US,61.2181,-149.9003,27.61,59,0,17.27,clear sky
532,Kadingilan,PH,7.6011,124.9086,72.54,90,100,2.66,overcast clouds
533,Ucluelet,CA,48.9329,-125.5528,46.09,94,54,1.86,broken clouds
534,Sumenep,ID,-7.0167,113.8667,76.01,92,100,6.2,overcast clouds
535,Lata,PT,40.1629,-8.3327,56.71,69,100,0.76,overcast clouds
536,Abhar,IR,36.1468,49.218,37.09,97,100,1.63,overcast clouds
537,Rawson,AR,-43.3002,-65.1023,64.18,40,59,19.39,broken clouds
538,Zhanaozen,KZ,43.3,52.8,35.65,85,100,17.78,overcast clouds
539,Iranshahr,IR,27.2025,60.6848,57.54,23,0,4.61,clear sky
540,Taywarah,AF,33.35,64.4167,13.91,44,6,4.56,clear sky
541,Port Said,EG,31.2565,32.2841,55.38,71,40,11.5,scattered clouds
542,Koutiala,ML,12.3917,-5.4642,83.48,10,0,9.22,clear sky
543,Mayo,US,38.8876,-76.5119,61.21,33,75,9.22,broken clouds
544,Stege,DK,54.987,12.2846,39.06,84,100,20.04,overcast clouds
545,Enfield,AU,-34.8526,138.6026,61.5,71,20,14.97,few clouds
546,Guadalupe Y Calvo,MX,26.1,-106.9667,57.63,17,84,8.14,broken clouds
547,Ouegoa,NC,-20.35,164.4333,80.4,86,100,17.52,overcast clouds
548,Bandarbeyla,SO,9.4942,50.8122,73.76,62,13,17.09,few clouds
549,Pontianak,ID,-0.0333,109.3333,75.18,100,100,4.61,mist
550,Pangkalanbuun,ID,-2.6833,111.6167,73.15,98,100,2.37,overcast clouds
551,Barra Dos Coqueiros,BR,-10.9089,-37.0386,86.02,70,20,17.27,few clouds
552,Damietta,EG,31.4165,31.8133,55.29,64,83,8.14,broken clouds
553,Pyinmana,MM,19.7333,96.2167,59.92,33,18,3.11,few clouds
554,Sambava,MG,-14.2667,50.1667,75.56,90,42,4.59,light rain
555,Huadian,CN,42.9633,126.7478,8.35,96,100,1.97,overcast clouds
556,Shelby,US,35.2001,-89.8668,66.65,27,100,1.99,overcast clouds
557,Mangrol,IN,21.1167,70.1167,67.86,42,4,14.94,clear sky
558,Abu Zabad,SD,12.35,29.25,70.0,11,4,16.49,clear sky
559,Caxito,AO,-8.5785,13.6643,83.05,86,74,2.15,broken clouds
560,Biloela,AU,-24.4167,150.5,69.57,58,0,3.33,clear sky
561,Dicamay,PH,16.7561,122.0037,67.46,88,100,2.01,overcast clouds
562,Mehamn,NO,71.0357,27.8492,24.98,82,98,10.4,overcast clouds
563,Kisangani,CD,0.5167,25.2,78.53,65,100,4.21,overcast clouds
564,Tezu,IN,27.9167,96.1667,56.97,65,96,3.11,overcast clouds
565,Puerto Quijarro,BO,-17.7833,-57.7667,92.84,38,100,5.44,overcast clouds
566,Cooma,AU,-36.2333,149.1333,53.37,100,100,8.05,overcast clouds
567,Doka,SD,13.5167,35.7667,81.1,27,1,12.82,clear sky
568,Hole Narsipur,IN,12.7828,76.2431,63.41,45,5,7.31,clear sky
569,Cururupu,BR,-1.8283,-44.8683,78.4,82,99,3.62,overcast clouds
570,Harrison,US,30.4091,-89.0436,72.3,36,0,9.22,clear sky
571,Pangnirtung,CA,66.1451,-65.7125,-2.2,55,100,3.44,overcast clouds
572,Boden,SE,65.8252,21.6886,28.4,93,100,4.32,overcast clouds
573,Gunnedah,AU,-30.9833,150.25,65.82,70,49,9.44,light rain
574,Vanavara,RU,60.34,102.2797,-20.11,100,98,0.98,overcast clouds
575,Alappuzha,IN,9.49,76.3264,76.1,80,95,4.12,overcast clouds
576,Dabhol,IN,17.6,73.1667,68.38,66,44,5.28,scattered clouds
577,Elko,US,41.0002,-115.5012,49.05,57,4,6.08,clear sky
578,Atar,MR,20.5169,-13.0499,72.7,14,2,12.46,clear sky
579,Lazarev,RU,52.225,141.5131,15.21,95,100,6.76,light snow
580,Huancabamba,PE,-5.2386,-79.4506,61.39,98,100,3.06,moderate rain
581,Pryazha,RU,61.6926,33.6216,29.43,95,100,7.63,light snow
582,Carroll,US,39.5501,-77.0164,57.65,32,0,19.57,clear sky
583,Evensk,RU,61.95,159.2333,-13.7,73,65,5.53,broken clouds
584,Bodden Town,KY,19.2833,-81.25,82.99,69,20,5.75,few clouds
585,Chanika,TZ,-5.4167,38.0167,68.02,93,85,3.04,overcast clouds
586,Manaul,PH,12.453,121.4107,76.35,80,100,15.68,overcast clouds
587,Okhotsk,RU,59.3833,143.3,3.88,86,100,5.35,overcast clouds
588,Rio Cuarto,AR,-33.1307,-64.3499,91.17,29,0,21.85,clear sky
589,Touba,CI,8.2833,-7.6833,79.75,15,22,1.77,few clouds
590,Nigde,TR,37.8333,34.75,13.77,94,83,5.37,broken clouds
591,Port-Gentil,GA,-0.7193,8.7815,81.25,79,100,4.88,overcast clouds
592,San Fernando,PH,15.0286,120.6898,79.14,90,81,3.87,broken clouds
593,Inongo,CD,-1.95,18.2667,78.48,60,92,3.85,overcast clouds
594,Bojnurd,IR,37.4747,57.329,37.35,60,0,2.3,clear sky
595,Uporovo,RU,56.3109,66.2693,-3.62,85,3,11.99,clear sky
596,Mbanza-Ngungu,CD,-5.25,14.8667,71.1,81,96,1.88,overcast clouds
597,Meulaboh,ID,4.1363,96.1285,75.54,83,100,2.3,overcast clouds
598,Anadyr,RU,64.75,177.4833,-23.3,76,0,6.71,clear sky
599,Varberg,SE,57.1056,12.2508,40.05,91,21,19.33,few clouds
600,Cap-Aux-Meules,CA,47.3821,-61.8597,30.25,100,100,10.36,overcast clouds
601,Luwingu,ZM,-10.2621,29.9271,63.43,94,100,3.53,overcast clouds
602,Arman,RU,59.7,150.1667,-8.57,78,98,7.52,overcast clouds
603,Jardim,BR,-21.4803,-56.1381,95.16,21,0,6.2,clear sky
604,Bellevue,US,47.6104,-122.2007,51.22,89,100,6.91,mist
605,Bayir,TR,37.2687,28.2167,38.23,66,0,6.31,clear sky
606,Petukhovo,RU,55.0692,67.9019,-9.74,93,5,10.63,clear sky
607,Fort Morgan,US,40.2503,-103.8,59.74,43,0,6.91,clear sky
608,Mizdah,LY,31.4451,12.9801,47.5,68,7,6.13,clear sky
609,Pauini,BR,-7.7136,-66.9764,85.78,60,93,3.67,overcast clouds
610,Altagracia De Orituco,VE,9.8601,-66.3814,84.4,45,27,10.33,scattered clouds
611,Bibiani,GH,6.4635,-2.3194,80.58,41,57,4.09,broken clouds
612,Dicabisagan,PH,17.0818,122.4157,74.1,88,100,5.95,overcast clouds
613,Gemena,CD,3.25,19.7667,78.46,21,14,3.09,few clouds
614,Suamico,US,44.6319,-88.0393,26.13,66,100,11.5,overcast clouds
615,Juneau,US,58.3019,-134.4197,37.4,67,75,8.05,broken clouds
616,Jacksonville Beach,US,30.2947,-81.3931,71.15,35,20,8.05,few clouds
617,Wajir,KE,1.7471,40.0573,85.01,28,41,12.59,scattered clouds
618,Paro,BT,27.4305,89.4133,29.86,85,64,5.19,light snow
619,Manggar,ID,-2.8833,108.2667,77.29,84,100,8.41,overcast clouds
620,Iquique,CL,-20.2208,-70.1431,75.24,65,13,6.69,few clouds
621,Tessalit,ML,20.1986,1.0114,67.6,10,5,10.8,clear sky
622,Teguldet,RU,57.3064,88.1667,-18.51,100,54,1.97,broken clouds
623,Tecoanapa,MX,16.5167,-98.75,82.9,51,100,10.18,overcast clouds
624,Celestun,MX,20.8667,-90.4,74.03,69,17,11.97,few clouds
625,Detchino,RU,54.8092,36.3075,34.25,92,95,10.04,overcast clouds
626,Montepuez,MZ,-13.1256,38.9997,70.0,97,100,1.3,light rain
627,Waingapu,ID,-9.6567,120.2641,76.68,86,100,3.02,overcast clouds
628,Eyl,SO,7.9803,49.8164,72.18,64,1,16.46,clear sky
629,Lekoni,GA,-1.5843,14.2591,82.83,53,100,5.91,overcast clouds
630,Guimar,ES,28.3039,-16.4325,68.76,34,35,3.38,scattered clouds
631,Auki,SB,-8.7676,160.7034,78.19,89,100,3.78,moderate rain
632,Benbrook,US,32.6732,-97.4606,71.67,18,75,4.61,broken clouds
633,Lazaro Cardenas,MX,17.9583,-102.2,81.81,48,93,9.35,overcast clouds
634,Bambanglipuro,ID,-7.95,110.2833,77.0,86,100,5.53,heavy intensity rain
635,Tsumeb,NA,-19.2333,17.7167,67.55,65,64,4.9,broken clouds
636,Onega,RU,63.9061,38.1404,20.7,96,62,8.19,broken clouds
637,Soc Trang,VN,9.6033,105.98,75.16,82,100,10.38,overcast clouds
638,Santa Cruz,BO,-17.8,-63.1667,93.25,40,20,13.8,few clouds
639,Tsiroanomandidy,MG,-18.7667,46.0333,69.48,92,32,0.78,light rain
640,Amga,RU,60.8953,131.9608,-27.56,100,95,1.43,overcast clouds
641,Rodrigues Alves,BR,-7.738,-72.6509,86.2,78,91,3.96,overcast clouds
642,Besikduzu,TR,41.052,39.2284,42.69,83,84,5.91,broken clouds
643,Castelnau-Le-Lez,FR,43.6333,3.9,47.71,88,0,3.44,clear sky
644,Espanola,US,35.9911,-106.0806,53.83,47,13,1.66,few clouds
645,Dovolnoye,RU,54.4958,79.6671,-22.54,100,44,5.03,scattered clouds
646,Xuddur,SO,4.1213,43.8894,75.06,35,2,10.6,clear sky
647,Boralday,KZ,43.3578,76.8594,21.06,86,75,4.47,smoke
648,Lambarene,GA,-0.7001,10.2406,76.87,89,78,4.21,light rain
649,Igarka,RU,67.4667,86.5833,-18.31,96,6,10.25,clear sky
650,Kavaratti,IN,10.5669,72.642,79.03,76,55,14.67,broken clouds
651,Yarmouth,US,41.7057,-70.2286,52.45,81,40,16.11,scattered clouds
652,Goderich,CA,43.7501,-81.7165,31.91,74,100,11.5,overcast clouds
653,Lyubytino,RU,58.8122,33.3922,32.04,92,100,11.52,light snow
654,Beauceville,CA,46.2179,-70.7787,37.9,93,100,0.0,light rain
655,Huron,US,41.1501,-82.5499,36.07,78,96,13.44,overcast clouds
656,Fuerte Olimpo,PY,-21.0415,-57.8738,101.44,14,0,6.58,clear sky
657,Rochester,US,43.1548,-77.6156,38.95,77,100,13.8,overcast clouds
658,Huarmey,PE,-10.0681,-78.1522,74.68,71,99,8.9,overcast clouds
659,Yabrud,SY,33.9674,36.6574,31.66,76,59,3.18,broken clouds
660,Angoche,MZ,-16.2325,39.9086,78.35,80,85,5.06,overcast clouds
661,Kinlochleven,GB,56.7115,-4.9661,42.75,89,14,2.66,few clouds
662,Santo Antonio Do Ica,BR,-3.1022,-67.9397,81.25,88,95,2.66,overcast clouds
663,Potsdam,DE,52.3989,13.0657,44.11,96,100,1.01,light rain
664,Beloha,MG,-25.1667,45.05,72.86,90,42,9.4,scattered clouds
665,Isetskoye,RU,56.4858,65.3226,-4.18,91,17,8.84,few clouds
666,Tecolutla,MX,20.4833,-97.0167,69.66,76,100,8.23,overcast clouds
667,Esfarayen,IR,37.0765,57.5101,35.26,40,51,3.98,broken clouds
668,Raudeberg,NO,61.9875,5.1352,32.67,89,99,1.01,overcast clouds
669,Soubre,CI,5.7856,-6.6083,79.9,71,29,5.86,scattered clouds
670,Tongchuan,CN,35.0806,109.0897,32.88,64,100,2.33,overcast clouds
671,Mae Chan,TH,20.1467,99.8526,58.23,54,60,2.64,broken clouds
672,Awjilah,LY,29.1081,21.2869,53.51,48,5,8.23,clear sky
673,Eureka,US,40.8021,-124.1637,81.19,57,0,4.14,clear sky
674,Rudsar,IR,37.1376,50.288,49.98,88,100,5.06,overcast clouds
675,Sotouboua,TG,8.5667,0.9833,80.98,19,2,0.45,clear sky
676,Brae,GB,60.3964,-1.353,33.71,54,100,20.89,overcast clouds
677,Tautira,PF,-17.7333,-149.15,84.22,73,60,11.97,broken clouds
678,Laguna,US,38.421,-121.4238,76.66,52,0,3.44,clear sky
679,Tshikapa,CD,-6.4167,20.8,70.48,98,100,1.01,overcast clouds
680,Wuan,CN,31.6836,112.0044,40.73,73,86,3.29,overcast clouds
681,Ayan,RU,56.45,138.1667,10.15,92,100,8.34,overcast clouds
682,Akyab,MM,20.15,92.9,65.95,61,7,7.96,clear sky
683,Malpe,IN,13.35,74.7167,76.3,84,5,3.87,clear sky
684,Merauke,ID,-8.4667,140.3333,77.88,84,99,2.28,overcast clouds
685,Bingol,TR,38.8847,40.4939,31.06,95,100,5.93,light snow
686,Mareeba,AU,-17.0,145.4333,70.45,95,18,1.25,few clouds
687,Porto Torres,IT,40.835,8.3972,39.38,68,0,2.48,clear sky
688,Leo,BF,11.1,-2.1,78.22,13,0,7.36,clear sky
689,Malindi,KE,-3.2175,40.1191,77.45,86,97,12.82,overcast clouds
690,San Joaquin,US,37.9333,-121.3011,76.15,46,3,2.62,clear sky
691,Santa Maria A Vico,IT,41.0255,14.4654,51.17,81,0,1.21,clear sky
692,Chanderi,IN,24.7167,78.1333,52.81,55,0,1.28,clear sky
693,Kundiawa,PG,-6.0167,144.9667,63.97,97,100,0.76,overcast clouds
694,Piacabucu,BR,-10.4056,-36.4344,81.5,71,3,13.29,clear sky
